0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-1.2236,2.2486,2.7472,2.9911,6.0338,4.0895,1.8654,8.129,9.322,11.301,9.0711,9.4663,14.121,18.488,17.167,18.308,13.605,20.549,16.307,21.45,22.239,19.883,25.478,18.327,23.944,30.266,26.174,19.824,33.644,32.847,31.627
