0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-6.2832,0.21635,-2.1028,-0.47704,2.9678,2.4305,-3.1745,6.1943,8.1145,8.4306,7.5173,8.1756,13.018,17.866,15.686,17.83,12.594,18.993,15.209,20.761,21.735,19.102,25.167,17.371,23.726,29.931,25.77,19.371,33.533,32.718,31.479
